0 1.01303 0
1000 1.01001 0.00302117
2000 1.00512 0.00519794
3000 1.00412 0.00380755
4000 1.00273 0.00326235
5000 1.00226 0.00270436
6000 1.00236 0.00228758
7000 1.00126 0.00226454
8000 1.00159 0.00202458
9000 1.0018 0.00182278
10000 1.00177 0.00164896
11000 1.0013 0.00157693
12000 1.00072 0.00156395
13000 1.00097 0.00146893
14000 1.00052 0.00143841
15000 1.00046 0.00134716
16000 1.00089 0.00133689
17000 1.00094 0.00126146
18000 1.00109 0.00120272
19000 1.00113 0.00114169
20000 1.00124 0.00109139
21000 1.00139 0.00105149
22000 1.00145 0.00100679
23000 1.00149 0.00096488
24000 1.00142 0.000928815
25000 1.00142 0.000892377
26000 1.00149 0.000862137
27000 1.00132 0.000848288
28000 1.00123 0.000823377
29000 1.00102 0.000824506
30000 1.00085 0.0008143
31000 1.0006 0.000828181
32000 1.0005 0.000808689
33000 1.00052 0.000784709
34000 1.00049 0.000762324
35000 1.00056 0.000744121
36000 1.00053 0.000724558
37000 1.00052 0.000705251
38000 1.00054 0.000687304
39000 1.00055 0.000669931
40000 1.00055 0.000653388
41000 1.00069 0.000653343
42000 1.00071 0.00063812
43000 1.00082 0.000634125
44000 1.00098 0.000639587
45000 1.00109 0.000634258
46000 1.00108 0.000620653
47000 1.00112 0.00060877
48000 1.00119 0.000600196
49000 1.00105 0.000603916
50000 1.0009 0.000611058
51000 1.00089 0.000599213
52000 1.00089 0.000587833
53000 1.00081 0.000582026
54000 1.00086 0.000573744
55000 1.00076 0.000571949
56000 1.00071 0.000564588
57000 1.00065 0.000557738
58000 1.00086 0.000587498
59000 1.00081 0.00057966
60000 1.00074 0.000574776
61000 1.00076 0.000565698
62000 1.0008 0.000558233
63000 1.00069 0.000560169
64000 1.00062 0.000555442
65000 1.00062 0.00054697
66000 1.00048 0.000558002
67000 1.00051 0.000550668
68000 1.00047 0.000543722
69000 1.00041 0.000539923
70000 1.00034 0.000535914
71000 1.00036 0.000528649
72000 1.00041 0.000523706
73000 1.00033 0.000523253
74000 1.00041 0.000523702
75000 1.00043 0.000516963
76000 1.00044 0.000510321
77000 1.00053 0.000511666
78000 1.00052 0.000505225
79000 1.00051 0.000498907
80000 1.00041 0.000503487
81000 1.0005 0.000504964
82000 1.00049 0.000498912
83000 1.00044 0.000495121
84000 1.0004 0.000491316
85000 1.00037 0.000486219
86000 1.00039 0.000480977
87000 1.00041 0.000475827
88000 1.00051 0.000481337
89000 1.00055 0.00047721
90000 1.00049 0.00047582
91000 1.00056 0.000476494
92000 1.00055 0.000471418
93000 1.00054 0.000466616
94000 1.00049 0.000464237
95000 1.00047 0.000460003
96000 1.0005 0.000456298
97000 1.00049 0.000451648
98000 1.00048 0.000447202
99000 1.00054 0.00044706
