0 1.02177 0
1000 1.003 0.018772
2000 1.00782 0.0118611
3000 1.01361 0.0101915
4000 1.01431 0.00792544
5000 1.0121 0.00683938
6000 1.01184 0.00578595
7000 1.00965 0.00547092
8000 1.00713 0.00544122
9000 1.00589 0.00502344
10000 1.00574 0.00454616
11000 1.00448 0.00433622
12000 1.00493 0.00401318
13000 1.00409 0.00380832
14000 1.00484 0.0036238
15000 1.00434 0.00342689
16000 1.00431 0.0032191
17000 1.00347 0.00315076
18000 1.00282 0.00305054
19000 1.00245 0.00291742
20000 1.00127 0.00301493
21000 1.00085 0.00290467
22000 1.00045 0.00280474
23000 1.00076 0.00270304
24000 1.00107 0.00261141
25000 1.00103 0.00250922
26000 1.00068 0.00244052
27000 1.00124 0.00241898
28000 1.00134 0.00233617
29000 1.00111 0.00226879
30000 1.00148 0.00222461
31000 1.00121 0.00216991
32000 1.00043 0.00224299
33000 0.99971 0.00229365
34000 0.998908 0.00236714
35000 0.998907 0.00230045
36000 0.998864 0.00223783
37000 0.999351 0.00223194
38000 0.999016 0.00219963
39000 0.999301 0.00216283
40000 0.998921 0.00214328
41000 0.998994 0.00209288
42000 0.999198 0.00205376
43000 0.999074 0.00201035
44000 0.999107 0.00196545
45000 1.00001 0.00212414
46000 1.00031 0.0020995
47000 1.00007 0.00206898
48000 0.999858 0.00203739
49000 1.00012 0.00201316
50000 0.999543 0.0020555
51000 0.999628 0.00201737
52000 1.00013 0.00204105
53000 1.0004 0.00202116
54000 1.00021 0.00199345
55000 1.00028 0.00195896
56000 1.00052 0.00193969
57000 1.00041 0.00190947
58000 1.00043 0.00187695
59000 1.00023 0.0018563
60000 1.00021 0.00182571
61000 1.00062 0.00184163
62000 1.00048 0.00181723
63000 1.00062 0.00179369
64000 1.00037 0.00178237
65000 0.999979 0.00179898
66000 1.00063 0.00188649
67000 1.00081 0.00186783
68000 1.001 0.00185011
69000 1.001 0.00182349
70000 1.00104 0.00179821
71000 1.00085 0.00178411
72000 1.00091 0.00176084
73000 1.00102 0.00173983
74000 1.00119 0.00172501
75000 1.00131 0.00170624
76000 1.00123 0.00168569
77000 1.00112 0.00166722
78000 1.00118 0.00164692
79000 1.00125 0.00162761
80000 1.001 0.00162643
81000 1.00111 0.00161051
82000 1.00126 0.00159747
83000 1.00135 0.00158095
84000 1.00131 0.00156267
85000 1.00104 0.00156748
86000 1.00136 0.00158095
87000 1.00144 0.00156483
88000 1.00145 0.00154718
89000 1.00156 0.00153396
90000 1.00175 0.00152881
91000 1.00162 0.00151755
92000 1.00158 0.00150159
93000 1.00171 0.00149145
94000 1.00171 0.00147567
95000 1.00172 0.00146024
96000 1.00186 0.001452
97000 1.00175 0.00144088
98000 1.00175 0.00142626
99000 1.00176 0.00141196
