-0.864538 0.502568
-0.781238 0.624233
-0.760315 0.649554
-0.665402 0.746485
-0.462417 0.886662
-0.484454 0.874817
-0.455616 0.890176
-0.304031 0.952662
-0.189302 0.981919
-0.180606 0.983556
0.363678 0.931525
0.684991 0.728552
0.713798 0.700352
0.724552 0.68922
0.624915 0.780693
0.606621 0.794991
0.73065 0.682752
0.744399 0.667735
0.862341 0.506328
0.976425 0.215857
0.998085 0.0618569
0.77834 -0.627842
0.738869 -0.673849
0.00374254 -0.999993
-0.0209841 -0.99978
-0.231324 -0.972877
-0.287628 -0.957742
-0.429551 -0.903043
-0.784695 -0.619882
-0.88625 -0.463208
-0.996059 -0.088689
-0.929981 0.367607
