0.710168 -0.276761 -1.64955
0.710168 -0.276761 -1.64955
0.370511 -0.720734 -1.22171
1.11955 -0.759214 -0.430747
0.534942 -0.792609 0.0299416
1.20606 0.61363 -1.25579
0.249168 1.08881 -1.05592
0.224222 1.35158 -1.18729
0.224222 1.35158 -1.18729
0.511389 -0.563713 -1.69931
0.511389 -0.563713 -1.69931
0.511389 -0.563713 -1.69931
0.511389 -0.563713 -1.69931
0.734856 0.202203 -1.87278
0.734856 0.202203 -1.87278
0.258715 0.0255731 -1.1523
0.258715 0.0255731 -1.1523
0.458218 -0.752636 -0.729712
-0.719465 -0.294326 -0.558337
-0.719465 -0.294326 -0.558337
0.227068 0.512936 -0.345687
0.0538649 0.577922 -0.106607
0.0538649 0.577922 -0.106607
0.0538649 0.577922 -0.106607
0.0538649 0.577922 -0.106607
0.725062 0.718751 -0.937976
0.0440867 -0.00501937 -1.45905
0.310309 -0.471752 -0.246072
0.40375 0.23685 0.0779702
0.40375 0.23685 0.0779702
0.40375 0.23685 0.0779702
0.40375 0.23685 0.0779702
0.40375 0.23685 0.0779702
0.988296 -0.319446 0.177975
0.844895 1.05284 0.49415
1.43896 1.63167 1.03363
0.463071 1.70992 0.128076
1.59129 1.14628 0.283208
1.59129 1.14628 0.283208
1.12656 0.908942 -0.180791
1.12656 0.908942 -0.180791
0.923177 0.176363 -0.504494
0.923177 0.176363 -0.504494
1.44001 0.99165 -0.267772
1.12229 0.594306 0.709902
0.19957 1.04371 0.582309
0.19957 1.04371 0.582309
-1.22808 1.37181 1.0081
-1.80164 0.540182 1.10858
-0.243805 1.18117 0.828217
-0.243805 1.18117 0.828217
-0.243805 1.18117 0.828217
-0.613235 0.218965 0.486635
-0.475383 0.0210294 1.85986
-0.657505 0.0539377 0.819051
-1.10179 0.524198 -0.230742
-1.10179 0.524198 -0.230742
0.0132203 0.462515 0.264637
0.0132203 0.462515 0.264637
0.0132203 0.462515 0.264637
-0.499458 0.217555 0.208731
-0.0426602 0.759519 0.426763
-0.206228 0.366757 0.100903
-0.206228 0.366757 0.100903
-0.206228 0.366757 0.100903
-0.206228 0.366757 0.100903
-0.206228 0.366757 0.100903
-0.923127 0.779334 0.592368
-1.25306 0.115236 0.29759
-1.10956 0.70939 -0.452871
-1.29368 -0.490643 0.347025
